availability_day,availability_hour,number,available_bikes,temperature,humidity,wind_speed,pressure,weather_main
Tuesday,4,2,10,275.51,90,4.12,1000,Clouds
Tuesday,4,2,10,275.51,90,4.12,1000,Clouds
Tuesday,4,2,10,275.36,90,4.12,998,Clouds
Tuesday,4,2,10,275.36,90,5.14,998,Clouds
Tuesday,4,2,10,275.22,90,5.14,999,Clouds
Tuesday,4,2,10,275.01,89,5.14,999,Clouds
Tuesday,5,2,10,274.82,90,5.14,1000,Clouds
Tuesday,5,2,10,274.67,90,5.14,1001,Clouds
Tuesday,5,2,10,274.45,89,5.14,1001,Clouds
Tuesday,5,2,10,274.45,89,5.14,1001,Clouds
Tuesday,5,2,10,274.58,88,5.14,1002,Clouds
Tuesday,6,2,9,274.16,90,5.14,1002,Clouds
Tuesday,6,2,9,274.16,90,5.14,1002,Clouds
Tuesday,6,2,7,274.37,88,5.14,1003,Clouds
Tuesday,6,2,7,274.4,88,4.12,1004,Clouds
Tuesday,6,2,6,274.4,88,4.12,1004,Clouds
Tuesday,6,2,6,274.34,88,4.63,1004,Clouds
Tuesday,7,2,6,274.4,88,4.12,1004,Clouds
Tuesday,7,2,6,274.4,88,4.12,1004,Clouds
Tuesday,7,2,5,274.47,87,4.63,1004,Clouds
Tuesday,7,2,3,274.71,86,4.63,1005,Clouds
Tuesday,7,2,3,274.97,86,4.63,1005,Clouds
Tuesday,7,2,2,274.97,86,4.63,1005,Clouds
Tuesday,7,2,2,274.99,87,5.66,1005,Clouds
Tuesday,8,2,2,274.77,87,4.12,1005,Clouds
Tuesday,8,2,0,275.32,86,5.66,1005,Clouds
Tuesday,8,2,0,275.32,86,5.66,1005,Clouds
Tuesday,8,2,0,275.72,84,5.66,1005,Clouds
Tuesday,8,2,0,275.72,84,5.66,1005,Clouds
Tuesday,8,2,0,276.44,83,7.2,1006,Clouds
Tuesday,9,2,0,276.16,84,6.17,1004,Clouds
Tuesday,9,2,0,276.2,84,6.17,1004,Clouds
Tuesday,9,2,0,276.77,82,7.2,1006,Clouds
Tuesday,9,2,0,276.77,82,7.2,1006,Clouds
Tuesday,9,2,0,277,82,7.2,1006,Clouds
Tuesday,9,2,0,277,82,7.2,1006,Clouds
Tuesday,9,2,0,277.46,81,6.17,1006,Clouds
Tuesday,9,2,0,277.52,80,6.17,1007,Clouds
Tuesday,9,2,0,277.79,79,7.2,1007,Clouds
Tuesday,10,2,0,277.57,80,6.17,1007,Clouds
Tuesday,10,2,2,277.57,80,6.17,1007,Clouds
Tuesday,10,2,2,278.18,78,7.2,1007,Clouds
Tuesday,10,2,2,278.18,78,7.2,1007,Clouds
Tuesday,10,2,2,278.32,78,7.2,1007,Clouds
Tuesday,10,2,2,278.32,78,7.2,1007,Clouds
Tuesday,10,2,14,278.95,75,8.75,1007,Rain
Tuesday,11,2,12,278.58,78,8.23,1007,Clouds
Tuesday,11,2,12,278.58,78,8.23,1007,Clouds
Tuesday,11,2,13,278.51,75,8.75,1007,Clouds
Tuesday,11,2,13,278.51,75,8.75,1007,Clouds
Tuesday,11,2,12,279.9,73,8.75,1008,Clouds
Tuesday,11,2,12,279.9,73,8.75,1008,Clouds
Tuesday,11,2,12,280.2,72,9.26,1007,Clouds
Tuesday,11,2,12,280.17,72,9.26,1007,Clouds
Tuesday,11,2,12,280.32,71,8.23,1007,Rain
Tuesday,12,2,12,280.26,71,9.26,1007,Clouds
Tuesday,12,2,12,280.25,71,9.26,1007,Clouds
Tuesday,12,2,14,280.37,69,8.23,1007,Rain
Tuesday,12,2,14,280.3,69,8.23,1007,Rain
Tuesday,12,2,13,280.02,71,8.23,1007,Rain
Tuesday,12,2,13,280.02,71,8.23,1007,Rain
Tuesday,12,2,11,278.98,77,9.26,1008,Clouds
Tuesday,12,2,11,278.98,79,9.26,1008,Rain
Tuesday,13,2,10,279,78,9.26,1008,Clouds
Tuesday,13,2,10,279,78,9.26,1008,Clouds
Tuesday,13,2,11,278.89,79,9.26,1008,Rain
Tuesday,13,2,11,278.89,79,9.26,1008,Rain
Tuesday,13,2,12,278.89,80,9.26,1008,Clouds
Tuesday,13,2,11,278.83,80,9.26,1008,Clouds
Tuesday,13,2,9,279.02,80,7.72,1008,Rain
Tuesday,14,2,8,278.77,81,8.75,1008,Clouds
Tuesday,14,2,8,278.77,81,8.75,1008,Clouds
Tuesday,14,2,8,279.5,79,7.72,1008,Clouds
Tuesday,14,2,8,279.68,78,7.72,1008,Clouds
Tuesday,14,2,8,279.33,78,8.23,1009,Rain
Tuesday,14,2,8,279.95,76,6.69,1008,Clouds
Tuesday,15,2,8,279.52,77,6.69,1009,Clouds
Tuesday,15,2,8,279.48,77,6.69,1009,Clouds
Tuesday,15,2,8,278.53,80,8.23,1009,Rain
Tuesday,15,2,8,278.53,80,8.23,1009,Rain
Tuesday,15,2,7,278.44,80,8.23,1009,Rain
Tuesday,15,2,5,277.82,84,5.66,1010,Rain
Tuesday,16,2,6,277.45,85,7.72,1010,Clouds
Tuesday,16,2,5,277.5,85,7.72,1010,Clouds
Tuesday,16,2,5,277.5,85,7.72,1010,Clouds
Tuesday,16,2,5,277.98,84,5.66,1010,Clouds
Tuesday,16,2,3,278.01,84,5.66,1010,Clouds
Tuesday,16,2,3,278.06,83,5.66,1010,Clouds
Tuesday,16,2,1,278.45,80,5.14,1010,Clouds
Tuesday,16,2,0,278.45,80,5.14,1010,Clouds
Tuesday,16,2,0,278.66,78,7.72,1010,Clouds
Tuesday,17,2,0,278.64,78,5.14,1010,Clouds
Tuesday,17,2,0,278.64,78,5.14,1010,Clouds
Tuesday,17,2,0,278.81,78,7.72,1010,Clouds
Tuesday,17,2,3,278.63,78,7.6,1010,Clouds
Tuesday,17,2,3,278.63,78,7.6,1010,Clouds
Tuesday,17,2,3,278.63,78,6.71,1010,Clouds
Tuesday,17,2,3,278.47,78,6.71,1011,Clouds
Tuesday,18,2,2,278.47,78,6.69,1011,Clouds
Tuesday,18,2,3,278.12,79,5.14,1011,Clouds
Tuesday,18,2,4,277.59,82,4.12,1011,Clouds
Tuesday,18,2,4,277.52,82,4.12,1012,Clouds
Tuesday,18,2,4,276.67,82,5.14,1012,Clouds
Tuesday,19,2,3,277.1,81,4.63,1012,Clouds
Tuesday,19,2,5,277.1,80,4.63,1012,Clouds
Tuesday,19,2,5,277.1,80,4.63,1012,Clouds
Tuesday,19,2,7,276.6,81,5.14,1012,Clouds
Tuesday,19,2,7,276.72,79,5.14,1012,Clouds
Tuesday,19,2,6,276.72,79,5.14,1012,Clouds
Tuesday,19,2,6,276.2,80,4.12,1011,Clouds
Tuesday,20,2,6,276.16,81,4.12,1012,Clouds
Tuesday,20,2,5,275.94,81,4.12,1012,Clouds
Tuesday,20,2,5,276.23,80,4.12,1012,Clouds
Tuesday,20,2,5,276.19,80,4.12,1013,Clouds
Tuesday,20,2,5,276.19,80,4.12,1013,Clouds
Tuesday,20,2,4,276.19,79,4.63,1013,Clouds
Tuesday,20,2,4,276.19,79,4.63,1013,Clouds
Tuesday,20,2,4,276.11,78,4.63,1013,Clouds
Tuesday,21,2,4,276.2,79,4.63,1013,Clouds
Tuesday,21,2,5,275.93,79,4.63,1013,Clouds
Tuesday,21,2,5,275.93,79,4.63,1013,Clouds
Tuesday,21,2,6,275.9,79,4.63,1013,Clouds
Tuesday,21,2,7,275.72,79,4.63,1013,Clouds
Tuesday,21,2,7,275.72,79,4.63,1013,Clouds
Tuesday,21,2,7,275.31,81,4.63,1013,Clouds
Tuesday,21,2,7,275.2,81,3.6,1013,Clouds
Tuesday,22,2,7,275.29,81,1.54,1013,Clouds
Tuesday,22,2,8,275.09,82,3.6,1013,Clouds
Tuesday,22,2,9,275.14,82,3.6,1013,Clouds
Tuesday,22,2,9,275.14,82,3.6,1013,Clouds
Tuesday,22,2,9,275.14,82,3.6,1013,Clouds
Tuesday,23,2,8,275.29,81,2.57,1014,Clouds
Tuesday,23,2,8,275.29,81,2.57,1014,Clouds
Tuesday,23,2,9,275,82,3.09,1013,Clouds
Tuesday,23,2,9,275,82,3.09,1013,Clouds
Tuesday,23,2,9,274.94,82,3.09,1013,Clouds
Tuesday,23,2,9,274.94,82,3.09,1013,Clouds
Tuesday,23,2,9,274.84,82,3.09,1013,Clouds
Tuesday,23,2,9,274.84,82,3.09,1013,Clouds
Tuesday,23,2,9,274.95,82,2.57,1012,Clouds
Wednesday,0,2,9,275.02,81,2.57,1013,Clouds
Wednesday,0,2,9,275.22,80,2.57,1013,Clouds
Wednesday,0,2,9,275.17,80,2.57,1013,Clouds
Wednesday,0,2,9,275.08,81,3.09,1013,Clouds
Wednesday,0,2,9,275.08,81,3.09,1013,Clouds
Wednesday,0,2,9,274.8,81,4.12,1013,Clouds
Wednesday,1,2,9,274.89,81,3.09,1013,Clouds
Wednesday,1,2,9,274.35,83,4.12,1013,Clouds
Wednesday,1,2,9,274.11,83,4.12,1013,Clouds
Wednesday,1,2,9,274.11,83,4.12,1013,Clouds
Wednesday,1,2,9,274.11,83,4.12,1013,Clouds
Wednesday,1,2,9,273.92,83,4.12,1013,Clouds
Wednesday,1,2,9,273.92,83,4.12,1013,Clouds
Wednesday,1,2,9,273.83,83,2.57,1013,Clouds
Wednesday,2,2,9,273.82,83,2.06,1013,Clouds
Wednesday,2,2,9,273.82,83,2.06,1013,Clouds
Wednesday,2,2,9,273.82,83,2.06,1013,Clouds
Wednesday,2,2,9,273.61,83,2.57,1013,Clouds
Wednesday,2,2,9,273.8,83,2.57,1014,Clouds
Wednesday,2,2,9,273.8,83,2.57,1014,Clouds
Wednesday,2,2,9,273.85,83,2.57,1013,Clouds
Wednesday,2,2,9,273.85,84,3.6,1013,Clouds
Wednesday,3,2,9,273.89,83,2.57,1013,Clouds
Wednesday,3,2,9,273.89,83,2.57,1013,Clouds
Wednesday,3,2,9,273.97,84,3.6,1013,Clouds
Wednesday,3,2,9,273.96,84,3.6,1013,Clouds
Wednesday,3,2,9,273.96,84,3.6,1013,Clouds
Wednesday,3,2,9,274.37,83,2.57,1013,Clouds
Wednesday,4,2,9,274.07,84,1.54,1013,Clouds
Wednesday,4,2,9,274.33,83,2.57,1013,Clouds
Wednesday,4,2,9,274.33,83,2.57,1013,Clouds
Wednesday,4,2,9,274.59,84,2.57,1013,Clouds
Wednesday,4,2,9,274.69,84,2.57,1013,Clouds
Wednesday,4,2,9,274.69,84,2.57,1013,Clouds
Wednesday,4,2,9,275.01,83,2.06,1013,Clouds
Wednesday,5,2,9,274.83,84,1.54,1013,Clouds
Wednesday,5,2,9,274.83,84,1.54,1013,Clouds
Wednesday,5,2,9,275.12,82,2.24,1013,Clouds
Wednesday,5,2,9,275.12,82,2.24,1013,Clouds
Wednesday,5,2,9,275.5,81,2.24,1012,Clouds
Wednesday,5,2,9,275.56,81,2.06,1012,Rain
Wednesday,6,2,9,275.84,82,1.54,1012,Rain
Wednesday,6,2,9,275.91,81,2.06,1012,Rain
Wednesday,6,2,7,275.91,81,2.06,1012,Rain
Wednesday,6,2,5,276.14,81,2.06,1012,Rain
Wednesday,6,2,4,276.47,80,2.57,1012,Rain
Wednesday,7,2,4,276.51,80,2.57,1012,Rain
Wednesday,7,2,3,276.52,80,4.63,1012,Rain
Wednesday,7,2,2,276.88,80,4.63,1012,Rain
Wednesday,7,2,2,276.88,80,4.63,1012,Rain
Wednesday,7,2,1,276.94,80,4.63,1012,Rain
Wednesday,7,2,1,277.05,80,4.63,1011,Rain
Wednesday,7,2,0,277.14,80,4.63,1011,Rain
Wednesday,7,2,0,277.21,80,4.63,1011,Rain
Wednesday,7,2,0,277.23,82,4.12,1011,Rain
Wednesday,8,2,0,277.28,82,4.12,1011,Rain
Wednesday,8,2,0,277.25,83,4.12,1011,Rain
Wednesday,8,2,0,277.25,83,4.12,1011,Rain
Wednesday,8,2,0,277.25,83,4.12,1011,Rain
Wednesday,8,2,0,277.31,84,4.12,1011,Rain
Wednesday,8,2,0,277.77,83,3.6,1012,Rain
Wednesday,8,2,0,277.77,83,3.6,1012,Rain
Wednesday,8,2,0,277.77,85,3.09,1012,Rain
Wednesday,9,2,0,277.77,84,3.6,1011,Rain
Wednesday,9,2,1,277.77,84,3.6,1011,Rain
Wednesday,9,2,0,277.67,85,3.09,1011,Rain
Wednesday,9,2,0,277.67,86,3.09,1011,Rain
Wednesday,9,2,0,277.67,86,3.09,1011,Rain
Wednesday,9,2,10,277.87,87,2.68,1011,Rain
Wednesday,9,2,10,278.01,88,4.12,1010,Rain
Wednesday,10,2,11,277.93,88,2.68,1010,Rain
Wednesday,10,2,11,278.01,89,4.12,1010,Rain
Wednesday,10,2,11,278.31,89,1.79,1010,Rain
Wednesday,10,2,11,278.37,89,1.79,1010,Rain
Wednesday,10,2,11,278.37,89,1.79,1010,Rain
Wednesday,10,2,11,278.37,89,2.68,1009,Rain
Wednesday,10,2,10,278.89,90,5.14,1009,Rain
Wednesday,11,2,10,278.77,90,2.57,1009,Rain
Wednesday,11,2,10,278.84,90,3.58,1009,Rain
Wednesday,11,2,10,279.04,90,5.14,1009,Rain
Wednesday,11,2,10,279.04,90,5.14,1009,Rain
Wednesday,11,2,10,279.04,90,5.14,1009,Rain
Wednesday,11,2,10,279.26,90,5.14,1008,Rain
Wednesday,11,2,9,279.31,90,5.14,1009,Rain
Wednesday,11,2,9,279.31,90,5.14,1009,Rain
Wednesday,11,2,9,279.37,90,5.14,1008,Rain
Wednesday,11,2,9,279.97,89,5.66,1008,Rain
Wednesday,12,2,8,279.94,89,5.14,1008,Rain
Wednesday,12,2,8,280.2,89,5.66,1008,Rain
Wednesday,12,2,8,280.2,89,5.66,1008,Rain
Wednesday,12,2,8,280.2,89,5.66,1008,Rain
Wednesday,12,2,8,280.54,89,6.69,1007,Rain
Wednesday,12,2,8,280.46,89,6.69,1007,Rain
Wednesday,12,2,8,280.46,89,6.69,1007,Rain
Wednesday,12,2,8,280.67,89,6.17,1007,Rain
Wednesday,13,2,8,280.66,89,6.69,1007,Rain
Wednesday,13,2,8,280.99,89,6.17,1007,Rain
Wednesday,13,2,8,280.99,89,6.17,1007,Clouds
Wednesday,13,2,8,281.18,89,6.17,1006,Clouds
Wednesday,13,2,8,281.37,88,7.72,1006,Clouds
Wednesday,13,2,7,281.37,88,7.72,1006,Rain
Wednesday,13,2,7,281.37,88,7.72,1006,Rain
Wednesday,13,2,7,281.49,87,7.72,1006,Rain
Wednesday,14,2,8,281.37,88,7.72,1005,Rain
Wednesday,14,2,8,281.56,88,7.72,1005,Rain
Wednesday,14,2,8,281.56,88,7.72,1005,Rain
Wednesday,14,2,8,281.7,89,7.72,1005,Rain
Wednesday,14,2,8,281.57,90,6.17,1004,Rain
Wednesday,14,2,8,281.81,90,6.17,1004,Rain
Wednesday,14,2,8,281.86,90,5.66,1004,Rain
Wednesday,15,2,7,281.81,90,6.17,1004,Rain
Wednesday,15,2,7,281.81,90,6.17,1004,Rain
Wednesday,15,2,8,282.3,89,6.69,1004,Rain
Wednesday,15,2,8,282.3,89,6.69,1004,Rain
Wednesday,15,2,8,282.3,89,7.2,1003,Rain
Wednesday,15,2,8,282.3,89,7.2,1003,Rain
Wednesday,15,2,8,282.29,90,7.72,1003,Rain
Wednesday,16,2,9,282.3,90,7.72,1003,Rain
Wednesday,16,2,9,282.3,90,7.72,1003,Rain
Wednesday,16,2,9,282.3,90,7.72,1003,Rain
Wednesday,16,2,8,282.35,90,7.72,1003,Rain
Wednesday,16,2,8,282.35,90,7.72,1003,Rain
Wednesday,16,2,6,282.48,90,9.26,1002,Rain
Wednesday,16,2,7,282.48,90,9.26,1002,Rain
Wednesday,16,2,8,282.48,90,9.26,1002,Rain
Wednesday,16,2,8,282.48,90,9.26,1002,Rain
Wednesday,16,2,8,282.54,90,8.75,1002,Rain
Wednesday,17,2,9,282.48,90,9.26,1002,Rain
Wednesday,17,2,9,282.54,90,9.26,1002,Rain
Wednesday,17,2,9,282.54,90,9.26,1002,Rain
Wednesday,17,2,9,282.54,90,8.75,1002,Rain
Wednesday,17,2,9,282.54,91,8.75,1002,Rain
Wednesday,17,2,10,282.6,91,8.75,1001,Rain
Wednesday,17,2,10,282.6,91,8.75,1001,Rain
Wednesday,18,2,10,282.61,91,4.63,1001,Rain
Wednesday,18,2,10,282.61,91,4.63,1001,Rain
Wednesday,18,2,10,282.91,90,8.75,1001,Clouds
Wednesday,18,2,10,282.91,90,8.75,1001,Clouds
Wednesday,18,2,10,282.91,90,8.75,1001,Clouds
Wednesday,18,2,10,282.91,90,8.75,1001,Clouds
Wednesday,18,2,10,282.91,90,8.75,1001,Clouds
Wednesday,18,2,10,282.9,91,10.29,1000,Drizzle
Wednesday,19,2,10,282.75,92,4.63,1001,Clouds
Wednesday,19,2,11,282.75,92,4.63,1001,Clouds
Wednesday,19,2,11,282.75,92,4.63,1001,Clouds
Wednesday,19,2,11,282.91,91,10.29,1001,Drizzle
Wednesday,19,2,11,282.91,91,10.29,1001,Drizzle
Wednesday,19,2,10,282.91,91,10.29,1001,Drizzle
Wednesday,19,2,10,283.14,91,10.29,1000,Drizzle
Wednesday,19,2,10,283.14,91,10.29,1000,Drizzle
Wednesday,19,2,10,283.18,92,7.2,1000,Rain
Wednesday,20,2,11,283.05,92,4.12,1000,Clouds
Wednesday,20,2,11,283.05,92,4.12,1000,Clouds
Wednesday,20,2,11,283.23,92,7.2,1000,Clouds
Wednesday,20,2,11,283.23,92,7.2,1000,Clouds
Wednesday,20,2,10,283.23,92,7.2,1000,Clouds
Wednesday,20,2,10,283.11,92,7.2,1000,Clouds
Wednesday,20,2,10,283.48,90,7.2,1000,Clouds
Wednesday,20,2,10,283.48,91,7.2,1000,Clouds
Wednesday,20,2,10,283.48,91,7.2,1000,Clouds
Wednesday,20,2,10,283.49,91,7.72,1000,Rain
Wednesday,21,2,9,283.36,91,2.57,1000,Clouds
Wednesday,21,2,9,283.76,90,7.72,1000,Clouds
Wednesday,21,2,9,284.14,88,7.72,999,Rain
Wednesday,21,2,10,284.14,88,7.72,999,Rain
Wednesday,21,2,10,284.14,88,7.72,999,Rain
Wednesday,21,2,10,284.27,88,8.75,999,Rain
Wednesday,22,2,10,284.21,88,2.57,999,Rain
Wednesday,22,2,10,284.21,88,2.57,999,Rain
Wednesday,22,2,10,284.35,88,8.75,999,Rain
Wednesday,22,2,11,284.43,88,8.75,999,Rain
Wednesday,22,2,11,284.43,88,8.75,999,Rain
Wednesday,22,2,11,284.18,89,8.75,999,Rain
Wednesday,22,2,13,284.18,89,8.75,999,Rain
Wednesday,22,2,13,284.44,88,7.72,999,Rain
Wednesday,23,2,13,284.54,89,7.72,998,Rain
Wednesday,23,2,13,284.44,89,7.72,998,Rain
Wednesday,23,2,13,284.44,89,7.72,998,Rain
Wednesday,23,2,13,284.32,89,8.23,998,Rain
Thursday,0,2,13,284.26,90,4.12,998,Rain
Thursday,0,2,13,284.3,89,8.23,998,Rain
Thursday,0,2,13,284.3,89,8.23,998,Rain
Thursday,0,2,13,284.4,89,8.23,998,Rain
Thursday,0,2,14,284.4,89,8.23,998,Rain
Thursday,0,2,14,284.4,89,8.23,998,Rain
Thursday,0,2,14,284.54,88,8.23,998,Rain
Thursday,0,2,14,284.54,88,8.23,998,Rain
Thursday,1,2,14,284.53,89,6.26,997,Rain
Thursday,1,2,14,284.71,87,8.23,997,Rain
Thursday,1,2,14,284.71,87,8.23,997,Rain
Thursday,1,2,14,284.69,87,8.23,997,Rain
Thursday,1,2,14,284.69,87,8.23,997,Clouds
Thursday,1,2,14,284.69,87,8.23,997,Clouds
Thursday,2,2,14,284.69,87,4.63,997,Clouds
Thursday,2,2,14,284.84,88,7.72,997,Clouds
Thursday,2,2,14,284.84,88,7.72,997,Clouds
Thursday,2,2,14,284.91,88,7.72,997,Clouds
Thursday,2,2,14,284.91,88,7.72,997,Clouds
Thursday,2,2,14,284.91,88,7.72,997,Clouds
Thursday,2,2,14,284.91,88,7.72,997,Clouds
Thursday,2,2,14,284.91,88,7.72,997,Clouds
Thursday,2,2,14,285.01,86,9.77,996,Rain
Thursday,3,2,14,285.03,86,5.14,996,Clouds
Thursday,3,2,14,285,86,9.77,996,Clouds
Thursday,3,2,14,285,86,9.77,996,Clouds
Thursday,3,2,14,285,85,9.77,996,Clouds
Thursday,3,2,14,285,85,9.77,996,Clouds
Thursday,3,2,14,285,85,9.77,996,Clouds
Thursday,3,2,14,285.12,85,8.23,996,Rain
Thursday,4,2,14,285.12,85,8.23,996,Clouds
Thursday,4,2,14,285.12,85,8.23,996,Clouds
Thursday,4,2,14,285.12,85,8.23,996,Clouds
Thursday,4,2,14,285.12,85,8.23,996,Rain
Thursday,4,2,14,285.12,85,9.77,995,Drizzle
Thursday,5,2,14,285.16,84,5.66,995,Clouds
Thursday,5,2,14,285.12,85,9.77,996,Drizzle
Thursday,5,2,14,285,85,9.77,995,Drizzle
Thursday,5,2,13,285,85,9.77,995,Rain
Thursday,5,2,13,285,85,9.77,995,Rain
Thursday,5,2,13,285,85,9.77,995,Rain
Thursday,5,2,13,285.01,85,9.77,995,Rain
Thursday,6,2,13,285.03,84,7.72,995,Rain
Thursday,6,2,13,285.03,84,7.72,995,Rain
Thursday,6,2,13,284.9,85,9.77,995,Rain
Thursday,6,2,11,284.9,85,9.77,995,Rain
Thursday,6,2,11,284.9,85,9.77,995,Rain
Thursday,6,2,10,284.9,85,9.77,995,Clouds
Thursday,6,2,10,284.8,85,9.26,995,Rain
Thursday,7,2,9,284.81,85,6.69,995,Clouds
Thursday,7,2,9,284.81,85,6.69,995,Clouds
Thursday,7,2,9,285.02,85,9.26,995,Clouds
Thursday,7,2,8,285.02,85,9.26,995,Clouds
Thursday,7,2,7,285.02,85,9.26,995,Clouds
Thursday,7,2,7,285.02,85,9.26,995,Clouds
Thursday,7,2,7,285.02,85,9.26,995,Clouds
Thursday,7,2,7,284.91,85,9.26,995,Clouds
Thursday,7,2,7,284.91,85,9.26,995,Clouds
Thursday,7,2,7,284.92,85,7.72,995,Rain
Thursday,8,2,6,284.94,85,7.2,995,Clouds
Thursday,8,2,6,285.02,84,7.72,995,Clouds
Thursday,8,2,5,285.02,85,7.72,995,Clouds
Thursday,8,2,2,285.19,84,7.72,995,Clouds
Thursday,8,2,2,285.19,84,7.72,995,Drizzle
Thursday,8,2,1,285.43,84,7.72,995,Drizzle
Thursday,8,2,1,285.85,83,8.23,995,Rain
Thursday,9,2,0,285.46,85,7.2,995,Clouds
Thursday,9,2,1,285.92,83,8.23,995,Clouds
Thursday,9,2,0,286.27,82,8.23,995,Clouds
Thursday,9,2,0,286.27,82,8.23,995,Clouds
Thursday,9,2,0,286.27,82,8.23,995,Clouds
Thursday,9,2,0,286.43,83,8.23,995,Clouds
Thursday,9,2,0,286.43,83,8.23,995,Clouds
Thursday,9,2,0,286.49,82,8.23,995,Rain
Thursday,10,2,0,286.41,83,8.23,995,Clouds
Thursday,10,2,0,286.41,83,8.23,995,Clouds
Thursday,10,2,1,286.41,83,8.23,995,Clouds
Thursday,10,2,1,286.76,82,8.23,995,Clouds
Thursday,10,2,1,286.91,82,8.23,995,Clouds
Thursday,10,2,1,286.91,82,8.23,995,Clouds
Thursday,10,2,1,286.91,82,8.23,995,Clouds
Thursday,10,2,1,286.72,82,8.23,995,Rain
Thursday,11,2,0,286.75,82,8.23,995,Clouds
Thursday,11,2,0,286.75,82,8.23,995,Clouds
Thursday,11,2,0,286.62,83,8.23,995,Clouds
Thursday,11,2,0,286.62,83,8.23,995,Clouds
Thursday,11,2,0,286.62,83,8.23,995,Clouds
Thursday,11,2,0,287.05,80,8.75,995,Clouds
Thursday,11,2,0,286.78,80,7.72,994,Rain
Thursday,12,2,0,286.86,80,8.75,995,Clouds
Thursday,12,2,0,286.71,80,7.72,994,Clouds
Thursday,12,2,0,286.71,80,7.72,994,Clouds
Thursday,12,2,5,286.71,79,7.72,994,Clouds
Thursday,12,2,16,286.71,79,7.72,994,Clouds
Thursday,12,2,15,287.3,78,7.72,995,Clouds
Thursday,12,2,14,287.83,77,7.2,995,Rain
Thursday,13,2,12,287.82,76,7.72,995,Clouds
Thursday,13,2,13,287.85,77,7.2,995,Clouds
Thursday,13,2,13,287.85,77,7.2,995,Clouds
Thursday,13,2,12,287.79,77,7.2,995,Clouds
Thursday,13,2,11,288.14,76,6.69,995,Clouds
Thursday,13,2,12,288.22,76,6.69,995,Clouds
Thursday,13,2,12,288.22,76,6.69,995,Clouds
Thursday,13,2,12,288.3,75,6.69,995,Rain
Thursday,14,2,11,288.42,75,6.69,995,Clouds
Thursday,14,2,12,288.42,74,6.69,995,Clouds
Thursday,14,2,11,288.66,74,6.69,995,Clouds
Thursday,14,2,11,288.8,73,7.2,994,Clouds
Thursday,14,2,11,288.8,73,7.2,994,Clouds
Thursday,14,2,11,288.57,72,6.69,994,Rain
Thursday,15,2,11,288.51,73,7.2,994,Clouds
Thursday,15,2,11,288.51,73,7.2,994,Clouds
Thursday,15,2,11,288.48,73,6.69,994,Clouds
Thursday,15,2,8,288.67,72,6.69,994,Clouds
Thursday,15,2,7,288.18,73,6.69,994,Clouds
Thursday,15,2,7,287.91,72,8.23,994,Rain
Thursday,16,2,7,287.82,73,6.69,994,Clouds
Thursday,16,2,7,287.82,73,6.69,994,Clouds
Thursday,16,2,6,287.81,73,8.23,994,Clouds
Thursday,16,2,6,287.81,73,8.23,994,Clouds
Thursday,16,2,4,287.69,73,8.23,994,Clouds
Thursday,16,2,2,287.54,72,7.2,994,Clouds
Thursday,16,2,1,287.54,72,7.2,994,Clouds
Thursday,16,2,1,287.61,72,7.2,994,Clouds
Thursday,17,2,1,287.69,72,7.2,994,Clouds
Thursday,17,2,1,287.53,72,7.2,994,Clouds
Thursday,17,2,1,287.53,72,7.2,994,Clouds
Thursday,17,2,1,287.53,72,7.2,994,Clouds
Thursday,17,2,1,287.53,72,7.2,994,Clouds
Thursday,17,2,1,286.9,73,7.2,994,Clouds
Thursday,17,2,0,286.95,73,7.2,994,Clouds
Thursday,17,2,0,286.95,73,7.2,994,Clouds
Thursday,17,2,0,286.95,73,7.2,994,Clouds
Thursday,17,2,0,286.35,75,6.17,995,Clouds
Thursday,18,2,0,286.34,75,6.17,994,Clouds
Thursday,18,2,1,285.72,76,6.17,994,Clouds
Thursday,18,2,1,284.92,80,6.17,994,Clouds
Thursday,18,2,2,285.34,76,6.17,995,Clouds
Thursday,18,2,2,284.78,77,4.63,995,Clouds
Thursday,19,2,1,285.3,76,5.14,995,Clouds
Thursday,19,2,1,285.3,76,5.14,995,Clouds
Thursday,19,2,1,285.3,76,5.14,995,Clouds
Thursday,19,2,0,284.91,77,4.63,995,Clouds
Thursday,19,2,4,284.76,78,4.63,995,Clouds
Thursday,19,2,6,284.57,78,4.63,995,Clouds
Thursday,19,2,7,284.3,78,4.63,995,Clouds
Thursday,19,2,7,284.3,78,4.63,995,Clouds
Thursday,19,2,7,284.3,78,4.63,995,Clouds
Thursday,19,2,7,284.14,78,5.14,995,Clouds
Thursday,19,2,7,284.14,78,5.14,995,Clouds
Thursday,19,2,7,284.05,78,5.66,995,Clouds
Thursday,20,2,7,284.09,78,5.14,995,Clouds
Thursday,20,2,7,284.09,78,5.14,995,Clouds
Thursday,20,2,7,284.13,78,5.66,995,Clouds
Thursday,20,2,7,284.13,78,5.66,995,Clouds
Thursday,20,2,9,284.13,78,5.66,995,Clouds
Thursday,20,2,9,283.97,79,5.66,995,Clouds
Thursday,20,2,9,283.81,80,6.17,995,Clouds
Thursday,21,2,9,283.85,79,4.63,995,Clouds
Thursday,21,2,9,283.84,80,6.17,995,Clouds
Thursday,21,2,7,283.59,81,6.17,995,Clouds
Thursday,21,2,7,283.59,81,6.17,995,Clouds
Thursday,21,2,8,283.63,80,6.17,995,Clouds
